timestamp,datetime,Active_App,Window_Title,Key_Rate,Mouse_Rate,Flow_State
1762511921.574194,2025-11-07 10:38:41.574194908,N/A,N/A,0,0,-1
1762511926.5810094,2025-11-07 10:38:46.581010103,N/A,N/A,0,0,-1
1762511931.5876424,2025-11-07 10:38:51.587642670,N/A,N/A,0,0,-1
1762511936.5898867,2025-11-07 10:38:56.589887857,N/A,N/A,0,0,-1
1762511941.5958428,2025-11-07 10:39:01.595844030,N/A,N/A,0,0,-1
1762511946.6018016,2025-11-07 10:39:06.601802349,N/A,N/A,0,0,-1
1762511951.604494,2025-11-07 10:39:11.604495287,N/A,N/A,0,0,-1
1762511956.6111677,2025-11-07 10:39:16.611168861,N/A,N/A,0,0,-1
1762511961.6181102,2025-11-07 10:39:21.618110657,N/A,N/A,0,0,-1
1762511966.6202102,2025-11-07 10:39:26.620210409,N/A,N/A,0,0,-1
1762511971.6223385,2025-11-07 10:39:31.622339487,N/A,N/A,0,0,-1
1762512006.9477384,2025-11-07 10:40:06.947739363,N/A,N/A,0,0,-1
1762512011.9534397,2025-11-07 10:40:11.953440189,N/A,N/A,0,0,-1
1762512016.956019,2025-11-07 10:40:16.956020832,N/A,N/A,2,1,-1
1762512021.9622006,2025-11-07 10:40:21.962201595,N/A,N/A,0,8,-1
1762512026.9683843,2025-11-07 10:40:26.968384743,N/A,N/A,5,2,-1
1762512031.9718049,2025-11-07 10:40:31.971805096,N/A,N/A,0,0,-1
1762512036.9736726,2025-11-07 10:40:36.973673820,N/A,N/A,0,4,-1
1762512041.9800746,2025-11-07 10:40:41.980075836,N/A,N/A,0,8,-1
1762512046.9871018,2025-11-07 10:40:46.987102747,N/A,N/A,0,0,-1
1762512051.9932084,2025-11-07 10:40:51.993209124,N/A,N/A,0,3,-1
1762512056.9993076,2025-11-07 10:40:56.999308586,N/A,N/A,0,3,-1
1762512062.0063713,2025-11-07 10:41:02.006372690,N/A,N/A,0,0,-1
1762512067.0120108,2025-11-07 10:41:07.012011766,N/A,N/A,0,2,-1
1762512072.017986,2025-11-07 10:41:12.017987013,N/A,N/A,8,7,-1
1762512077.0239258,2025-11-07 10:41:17.023926735,N/A,N/A,19,0,-1
1762512082.0299647,2025-11-07 10:41:22.029965639,N/A,N/A,19,0,-1
1762512087.03395,2025-11-07 10:41:27.033951044,N/A,N/A,17,0,-1
1762512092.0403278,2025-11-07 10:41:32.040328264,N/A,N/A,9,0,-1
1762512097.0424576,2025-11-07 10:41:37.042458773,N/A,N/A,0,0,-1
1762512102.0485992,2025-11-07 10:41:42.048599482,N/A,N/A,0,0,-1
1762512107.0509267,2025-11-07 10:41:47.050927639,N/A,N/A,0,0,-1
1762512112.0579257,2025-11-07 10:41:52.057925940,N/A,N/A,0,6,-1
1762512117.0598986,2025-11-07 10:41:57.059899569,N/A,N/A,0,36,-1
1762512122.0657158,2025-11-07 10:42:02.065716266,N/A,N/A,0,8,-1
1762512127.0690773,2025-11-07 10:42:07.069078207,N/A,N/A,0,7,-1
1762512132.0757256,2025-11-07 10:42:12.075725794,N/A,N/A,0,5,-1
1762512137.077725,2025-11-07 10:42:17.077725887,N/A,N/A,0,21,-1
1762512142.0842001,2025-11-07 10:42:22.084201574,N/A,N/A,0,27,-1
1762512147.0899007,2025-11-07 10:42:27.089901924,N/A,N/A,0,1,-1
1762512152.0969422,2025-11-07 10:42:32.096943140,N/A,N/A,0,7,-1
1762512157.1034153,2025-11-07 10:42:37.103416204,N/A,N/A,0,5,-1
1762512162.1054957,2025-11-07 10:42:42.105496883,N/A,N/A,0,0,-1
1762512167.111854,2025-11-07 10:42:47.111855030,N/A,N/A,0,1,-1
1762512172.1189985,2025-11-07 10:42:52.119001150,N/A,N/A,0,31,-1
1762512177.1250103,2025-11-07 10:42:57.125011206,N/A,N/A,0,2,-1
1762512182.1315575,2025-11-07 10:43:02.131557941,N/A,N/A,0,2,-1
1762512187.1346054,2025-11-07 10:43:07.134606361,N/A,N/A,0,1,-1
1762512192.140803,2025-11-07 10:43:12.140804052,N/A,N/A,0,2,-1
1762512197.1460347,2025-11-07 10:43:17.146035671,N/A,N/A,0,0,-1
1762512202.1517265,2025-11-07 10:43:22.151727676,N/A,N/A,0,8,-1
1762512207.1578426,2025-11-07 10:43:27.157843828,N/A,N/A,0,0,-1
1762512212.1638944,2025-11-07 10:43:32.163895607,N/A,N/A,0,0,-1
1762512217.1697419,2025-11-07 10:43:37.169743061,N/A,N/A,0,0,-1
1762512222.1764944,2025-11-07 10:43:42.176495552,N/A,N/A,0,1,-1
1762512227.1826386,2025-11-07 10:43:47.182639599,N/A,N/A,12,0,-1
1762512232.1888502,2025-11-07 10:43:52.188851357,N/A,N/A,10,0,-1
1762512237.1951919,2025-11-07 10:43:57.195192337,N/A,N/A,8,0,-1
1762512242.1991336,2025-11-07 10:44:02.199134827,N/A,N/A,1,0,-1
1762512247.204867,2025-11-07 10:44:07.204867125,N/A,N/A,6,1,-1
1762512252.2073169,2025-11-07 10:44:12.207318783,N/A,N/A,0,8,-1
1762512257.2130876,2025-11-07 10:44:17.213087797,N/A,N/A,0,13,-1
1762512262.2149599,2025-11-07 10:44:22.214960098,N/A,N/A,0,8,-1
1762512267.2169209,2025-11-07 10:44:27.216921568,N/A,N/A,0,1,-1
1762512272.2230115,2025-11-07 10:44:32.223012209,N/A,N/A,2,1,-1
1762512277.2256007,2025-11-07 10:44:37.225601673,N/A,N/A,8,0,-1
1762512282.232093,2025-11-07 10:44:42.232094765,N/A,N/A,3,0,-1
1762512287.237861,2025-11-07 10:44:47.237861872,N/A,N/A,6,0,-1
1762512292.2437015,2025-11-07 10:44:52.243702173,N/A,N/A,6,0,-1
1762512297.24981,2025-11-07 10:44:57.249811411,N/A,N/A,21,0,-1
1762512302.2559204,2025-11-07 10:45:02.255921602,N/A,N/A,25,0,-1
1762512307.2623997,2025-11-07 10:45:07.262399912,N/A,N/A,20,0,-1
1762512312.264305,2025-11-07 10:45:12.264305353,N/A,N/A,6,0,-1
1762512317.2667742,2025-11-07 10:45:17.266775370,N/A,N/A,0,2,-1
1762512322.2731636,2025-11-07 10:45:22.273164988,N/A,N/A,0,6,-1
1762512327.2787912,2025-11-07 10:45:27.278791904,N/A,N/A,0,3,-1
1762512332.2841654,2025-11-07 10:45:32.284166336,N/A,N/A,0,15,-1
1762512337.2900698,2025-11-07 10:45:37.290070772,N/A,N/A,0,0,-1
1762512342.2960703,2025-11-07 10:45:42.296070814,N/A,N/A,0,7,-1
1762512347.2980063,2025-11-07 10:45:47.298007250,N/A,N/A,0,7,-1
1762512352.3037457,2025-11-07 10:45:52.303747177,N/A,N/A,0,0,-1
1762512357.3096123,2025-11-07 10:45:57.309613228,N/A,N/A,0,0,-1
1762512362.3162835,2025-11-07 10:46:02.316283941,N/A,N/A,0,1,-1
1762512493.3014016,2025-11-07 10:48:13.301402330,N/A,N/A,0,0,-1
1762512498.305877,2025-11-07 10:48:18.305879354,N/A,N/A,2,1,-1
1762512503.3133972,2025-11-07 10:48:23.313397646,N/A,N/A,4,2,-1
1762512508.3156698,2025-11-07 10:48:28.315670729,N/A,N/A,15,0,-1
1762512513.3191056,2025-11-07 10:48:33.319105864,N/A,N/A,26,0,-1
1762512518.3214056,2025-11-07 10:48:38.321405888,N/A,N/A,22,0,-1
1762512523.3232038,2025-11-07 10:48:43.323205233,N/A,N/A,18,0,-1
1762512528.3278852,2025-11-07 10:48:48.327886105,N/A,N/A,23,0,-1
1762512533.3340635,2025-11-07 10:48:53.334064722,N/A,N/A,22,0,-1
1762512538.340009,2025-11-07 10:48:58.340009689,N/A,N/A,8,0,-1
1762512543.3421645,2025-11-07 10:49:03.342165470,N/A,N/A,0,0,-1
1762512548.3494346,2025-11-07 10:49:08.349435091,N/A,N/A,0,3,-1
1762512553.3517427,2025-11-07 10:49:13.351743698,N/A,N/A,0,0,-1
1762512558.357549,2025-11-07 10:49:18.357550144,N/A,N/A,0,0,-1
1762512563.3632314,2025-11-07 10:49:23.363232613,N/A,N/A,0,0,-1
1762512568.3698857,2025-11-07 10:49:28.369886160,N/A,N/A,0,0,-1
1762512573.37277,2025-11-07 10:49:33.372771025,N/A,N/A,0,0,-1
1762512578.3793745,2025-11-07 10:49:38.379374743,N/A,N/A,0,4,-1
1762512583.3813732,2025-11-07 10:49:43.381373644,N/A,N/A,0,4,-1
1762512588.384371,2025-11-07 10:49:48.384371996,N/A,N/A,0,0,-1
1762512593.3901162,2025-11-07 10:49:53.390116692,N/A,N/A,0,5,-1
1762512598.3920934,2025-11-07 10:49:58.392094374,N/A,N/A,0,2,-1
1762512603.398597,2025-11-07 10:50:03.398598194,N/A,N/A,0,0,-1
1762512608.4041362,2025-11-07 10:50:08.404137373,N/A,N/A,0,0,-1
1762512613.411161,2025-11-07 10:50:13.411161900,N/A,N/A,0,0,-1
1762512618.4171035,2025-11-07 10:50:18.417104959,N/A,N/A,0,0,-1
1762512623.4233665,2025-11-07 10:50:23.423367739,N/A,N/A,0,3,-1
1762512628.4302802,2025-11-07 10:50:28.430280447,N/A,N/A,5,1,-1
1762512633.4325516,2025-11-07 10:50:33.432552814,N/A,N/A,2,3,-1
1762512638.4374561,2025-11-07 10:50:38.437457323,N/A,N/A,0,3,-1
1762512643.443121,2025-11-07 10:50:43.443121910,N/A,N/A,0,1,-1
1762512648.4491284,2025-11-07 10:50:48.449129581,N/A,N/A,0,3,-1
1762512653.4548345,2025-11-07 10:50:53.454834938,N/A,N/A,0,0,-1
1762512658.4568589,2025-11-07 10:50:58.456859350,N/A,N/A,0,2,-1
1762512663.458696,2025-11-07 10:51:03.458696127,N/A,N/A,0,3,-1
1762512668.4614453,2025-11-07 10:51:08.461446047,N/A,N/A,4,3,-1
1762512673.4652662,2025-11-07 10:51:13.465267181,N/A,N/A,2,18,-1
1762512678.470847,2025-11-07 10:51:18.470847130,N/A,N/A,0,4,-1
1762512683.4727318,2025-11-07 10:51:23.472733021,N/A,N/A,4,1,-1
1762512688.4787698,2025-11-07 10:51:28.478770018,N/A,N/A,2,0,-1
1762512693.4808545,2025-11-07 10:51:33.480855465,N/A,N/A,1,0,-1
1762512698.4868486,2025-11-07 10:51:38.486849308,N/A,N/A,12,0,-1
1762512703.4935486,2025-11-07 10:51:43.493549109,N/A,N/A,8,0,-1
1762512708.4959004,2025-11-07 10:51:48.495901346,N/A,N/A,7,0,-1
1762512713.5031507,2025-11-07 10:51:53.503151655,N/A,N/A,0,0,-1
1762512718.5089242,2025-11-07 10:51:58.508925199,N/A,N/A,0,0,-1
1762512723.515126,2025-11-07 10:52:03.515126944,N/A,N/A,0,0,-1
1762512728.520952,2025-11-07 10:52:08.520953177,N/A,N/A,0,0,-1
1762512733.5273187,2025-11-07 10:52:13.527319907,N/A,N/A,0,0,-1
1762512738.5331013,2025-11-07 10:52:18.533102274,N/A,N/A,0,0,-1
1762512743.539104,2025-11-07 10:52:23.539104939,N/A,N/A,0,0,-1
1762512748.5452638,2025-11-07 10:52:28.545264959,N/A,N/A,0,0,-1
1762512753.5512786,2025-11-07 10:52:33.551279545,N/A,N/A,0,0,-1
1762512758.5571465,2025-11-07 10:52:38.557147980,N/A,N/A,0,0,-1
1762512763.563099,2025-11-07 10:52:43.563099861,N/A,N/A,0,0,-1
1762512768.5694873,2025-11-07 10:52:48.569488525,N/A,N/A,0,0,-1
1762512773.5766249,2025-11-07 10:52:53.576625109,N/A,N/A,0,0,-1
1762512778.5789347,2025-11-07 10:52:58.578936100,N/A,N/A,0,1,-1
1762512783.5847778,2025-11-07 10:53:03.584778547,N/A,N/A,3,3,-1
1762512788.590704,2025-11-07 10:53:08.590704203,N/A,N/A,2,0,-1
1762512793.5925925,2025-11-07 10:53:13.592592716,N/A,N/A,0,2,-1
1762512798.5949454,2025-11-07 10:53:18.594946623,N/A,N/A,3,0,-1
1762512803.6007557,2025-11-07 10:53:23.600756645,N/A,N/A,3,0,-1
1762512808.6068544,2025-11-07 10:53:28.606855631,N/A,N/A,6,0,-1
1762512813.6126096,2025-11-07 10:53:33.612609863,N/A,N/A,11,0,-1
1762512818.615522,2025-11-07 10:53:38.615522861,N/A,N/A,6,1,-1
1762512823.6221716,2025-11-07 10:53:43.622172594,N/A,N/A,8,0,-1
1762512828.6290717,2025-11-07 10:53:48.629072905,N/A,N/A,15,0,-1
1762512833.6348555,2025-11-07 10:53:53.634856701,N/A,N/A,22,0,-1
1762512838.640716,2025-11-07 10:53:58.640716553,N/A,N/A,2,3,-1
1762512843.6432335,2025-11-07 10:54:03.643233776,N/A,N/A,3,0,-1
1762512848.645079,2025-11-07 10:54:08.645079613,N/A,N/A,0,3,-1
1762512853.648045,2025-11-07 10:54:13.648046494,N/A,N/A,0,4,-1
1762512858.6540022,2025-11-07 10:54:18.654003620,N/A,N/A,0,14,-1
1762512863.6585119,2025-11-07 10:54:23.658512115,N/A,N/A,3,1,-1
1762512868.6604478,2025-11-07 10:54:28.660448074,N/A,N/A,0,1,-1
1762512873.6627095,2025-11-07 10:54:33.662709951,N/A,N/A,0,5,-1
1762512878.6649277,2025-11-07 10:54:38.664928198,N/A,N/A,0,11,-1
1762512883.6671622,2025-11-07 10:54:43.667163372,N/A,N/A,0,9,-1
1762512888.6718702,2025-11-07 10:54:48.671870708,N/A,N/A,0,0,-1
1762512893.6747549,2025-11-07 10:54:53.674755096,N/A,N/A,0,1,-1
1762513266.7521522,2025-11-07 11:01:06.752152920,N/A,N/A,0,0,-1
1762513271.7563922,2025-11-07 11:01:11.756393909,N/A,N/A,0,1,-1
1762513276.7626045,2025-11-07 11:01:16.762605667,N/A,N/A,1,2,-1
1762513281.7680817,2025-11-07 11:01:21.768081903,N/A,N/A,1,0,-1
1762513286.7700188,2025-11-07 11:01:26.770020008,N/A,N/A,0,2,-1
1762513291.776878,2025-11-07 11:01:31.776878357,N/A,N/A,0,7,-1
1762513296.7791848,2025-11-07 11:01:36.779185057,N/A,N/A,2,1,-1
1762513301.7815552,2025-11-07 11:01:41.781556368,N/A,N/A,5,0,-1
1762513306.7887998,2025-11-07 11:01:46.788800716,N/A,N/A,0,5,-1
1762513311.7953951,2025-11-07 11:01:51.795396805,N/A,N/A,0,2,-1
1762513316.8014412,2025-11-07 11:01:56.801442385,N/A,N/A,0,0,-1
1762513321.8080564,2025-11-07 11:02:01.808057308,N/A,N/A,0,0,-1
1762513326.8141434,2025-11-07 11:02:06.814144611,N/A,N/A,0,0,-1
1762513331.8198693,2025-11-07 11:02:11.819870234,N/A,N/A,0,0,-1
1762513336.825839,2025-11-07 11:02:16.825840235,N/A,N/A,0,0,-1
1762513341.8321233,2025-11-07 11:02:21.832124472,N/A,N/A,0,0,-1
1762513346.8383937,2025-11-07 11:02:26.838394642,N/A,N/A,0,0,-1
1762513351.8438964,2025-11-07 11:02:31.843897104,N/A,N/A,0,0,-1
1762513356.8501143,2025-11-07 11:02:36.850115299,N/A,N/A,0,0,-1
1762513361.8569891,2025-11-07 11:02:41.856990099,N/A,N/A,0,0,-1
1762513366.8628082,2025-11-07 11:02:46.862808466,N/A,N/A,0,0,-1
1762513371.8658361,2025-11-07 11:02:51.865837812,N/A,N/A,0,0,-1
1762513376.871868,2025-11-07 11:02:56.871868849,N/A,N/A,0,0,-1
1762513381.8780892,2025-11-07 11:03:01.878089905,N/A,N/A,0,0,-1
1762513386.8843164,2025-11-07 11:03:06.884317398,N/A,N/A,0,0,-1
1762513391.8899562,2025-11-07 11:03:11.889957428,N/A,N/A,0,0,-1
1762513396.895835,2025-11-07 11:03:16.895836115,N/A,N/A,0,0,-1
1762513401.9019096,2025-11-07 11:03:21.901910543,N/A,N/A,0,0,-1
1762513406.907816,2025-11-07 11:03:26.907816887,N/A,N/A,0,0,-1
1762513411.9140787,2025-11-07 11:03:31.914079666,N/A,N/A,0,0,-1
1762513416.9209776,2025-11-07 11:03:36.920978785,N/A,N/A,0,0,-1
1762513421.9270687,2025-11-07 11:03:41.927068949,N/A,N/A,0,0,-1
1762513426.9289894,2025-11-07 11:03:46.928989887,N/A,N/A,0,0,-1
1762513431.9313633,2025-11-07 11:03:51.931364536,N/A,N/A,0,0,-1
1762513436.937696,2025-11-07 11:03:56.937697172,N/A,N/A,0,0,-1
1762513441.9437726,2025-11-07 11:04:01.943774223,N/A,N/A,0,0,-1
1762513446.949672,2025-11-07 11:04:06.949673176,N/A,N/A,0,0,-1
1762513451.9565556,2025-11-07 11:04:11.956556797,N/A,N/A,0,0,-1
1762513456.9628677,2025-11-07 11:04:16.962868690,N/A,N/A,0,0,-1
1762513461.9684875,2025-11-07 11:04:21.968488455,N/A,N/A,0,0,-1
1762513466.974287,2025-11-07 11:04:26.974287510,N/A,N/A,0,0,-1
1762513471.976667,2025-11-07 11:04:31.976667881,N/A,N/A,0,0,-1
1762513476.9824092,2025-11-07 11:04:36.982410431,N/A,N/A,0,0,-1
1762513481.9881897,2025-11-07 11:04:41.988190889,N/A,N/A,0,1,-1
1762513486.9946504,2025-11-07 11:04:46.994651318,N/A,N/A,0,0,-1
1762513492.0001976,2025-11-07 11:04:52.000198841,N/A,N/A,0,1,-1
1762513497.0058024,2025-11-07 11:04:57.005803585,N/A,N/A,0,2,-1
1762513502.012889,2025-11-07 11:05:02.012890577,N/A,N/A,0,8,-1
1762513507.019216,2025-11-07 11:05:07.019217253,N/A,N/A,0,0,-1
1762513512.0251791,2025-11-07 11:05:12.025179625,N/A,N/A,0,7,-1
1762513517.027206,2025-11-07 11:05:17.027206182,N/A,N/A,0,4,-1
1762513522.0294657,2025-11-07 11:05:22.029466629,N/A,N/A,0,0,-1
1762513527.036185,2025-11-07 11:05:27.036186457,N/A,N/A,0,0,-1
1762513532.0418441,2025-11-07 11:05:32.041845560,N/A,N/A,0,0,-1
1762513537.047623,2025-11-07 11:05:37.047623396,N/A,N/A,0,0,-1
1762513542.049749,2025-11-07 11:05:42.049750090,N/A,N/A,0,0,-1
1762513547.055602,2025-11-07 11:05:47.055603266,N/A,N/A,0,0,-1
1762513552.0579083,2025-11-07 11:05:52.057909012,N/A,N/A,0,0,-1
1762513557.0635414,2025-11-07 11:05:57.063542604,N/A,N/A,0,0,-1
1762513562.06936,2025-11-07 11:06:02.069361210,N/A,N/A,0,0,-1
1762513567.0753505,2025-11-07 11:06:07.075350761,N/A,N/A,0,0,-1
1762513572.0773737,2025-11-07 11:06:12.077374220,N/A,N/A,0,1,-1
1762513577.0797422,2025-11-07 11:06:17.079742908,N/A,N/A,0,1,-1
1762513582.084919,2025-11-07 11:06:22.084919453,N/A,N/A,3,2,-1
1762513587.0873344,2025-11-07 11:06:27.087336302,N/A,N/A,6,0,-1
1762513592.0946844,2025-11-07 11:06:32.094685555,N/A,N/A,0,2,-1
1762513597.1008525,2025-11-07 11:06:37.100852966,N/A,N/A,5,1,-1
1762513602.103291,2025-11-07 11:06:42.103291273,N/A,N/A,0,2,-1
1762513607.1059527,2025-11-07 11:06:47.105953217,N/A,N/A,0,1,-1
1762513612.1080258,2025-11-07 11:06:52.108027458,N/A,N/A,0,3,-1
1762513617.1152723,2025-11-07 11:06:57.115273237,N/A,N/A,0,2,-1
1762513622.1209695,2025-11-07 11:07:02.120970488,N/A,N/A,0,1,-1
1762513627.126656,2025-11-07 11:07:07.126656294,N/A,N/A,0,4,-1
1762513632.1286912,2025-11-07 11:07:12.128692150,N/A,N/A,0,6,-1
1762513637.136472,2025-11-07 11:07:17.136473417,N/A,N/A,0,7,-1
1762513642.1432984,2025-11-07 11:07:22.143298864,N/A,N/A,0,1,-1
1762513647.145456,2025-11-07 11:07:27.145456314,N/A,N/A,0,0,-1
1762513652.1474547,2025-11-07 11:07:32.147454977,N/A,N/A,2,5,-1
1762513657.1496255,2025-11-07 11:07:37.149626732,N/A,N/A,3,0,-1
1762513662.1566432,2025-11-07 11:07:42.156644106,N/A,N/A,2,2,-1
1762513667.1638646,2025-11-07 11:07:47.163865566,N/A,N/A,4,0,-1
1762513672.1702726,2025-11-07 11:07:52.170273304,N/A,N/A,2,0,-1
1762513677.17225,2025-11-07 11:07:57.172250509,N/A,N/A,0,4,-1
1762513682.1763752,2025-11-07 11:08:02.176376104,N/A,N/A,0,1,-1
1762513687.1825936,2025-11-07 11:08:07.182594776,N/A,N/A,0,0,-1
1762513692.1883073,2025-11-07 11:08:12.188307762,N/A,N/A,2,0,-1
1762513697.1909184,2025-11-07 11:08:17.190920115,N/A,N/A,0,28,-1
1762513702.1968937,2025-11-07 11:08:22.196894646,N/A,N/A,2,15,-1
1762513707.20276,2025-11-07 11:08:27.202761173,N/A,N/A,2,1,-1
1762513712.208757,2025-11-07 11:08:32.208758116,N/A,N/A,0,38,-1
1762513717.214939,2025-11-07 11:08:37.214940071,N/A,N/A,0,7,-1
1762513722.221869,2025-11-07 11:08:42.221870184,N/A,N/A,0,1,-1
1762513727.2277215,2025-11-07 11:08:47.227722406,N/A,N/A,2,1,-1
1762513732.2337525,2025-11-07 11:08:52.233752728,N/A,N/A,0,0,-1
1762513737.2356663,2025-11-07 11:08:57.235667229,N/A,N/A,0,0,-1
1762513742.2415955,2025-11-07 11:09:02.241596460,N/A,N/A,0,0,-1
1762513747.2479985,2025-11-07 11:09:07.247999430,N/A,N/A,0,0,-1
1762513752.253769,2025-11-07 11:09:12.253769874,N/A,N/A,0,0,-1
1762513757.2596135,2025-11-07 11:09:17.259614228,N/A,N/A,0,0,-1
1762513762.265494,2025-11-07 11:09:22.265494347,N/A,N/A,0,3,-1
1762513767.2680204,2025-11-07 11:09:27.268021583,N/A,N/A,0,0,-1
1762513772.2745984,2025-11-07 11:09:32.274599314,N/A,N/A,0,4,-1
1762513777.2816596,2025-11-07 11:09:37.281660557,N/A,N/A,21,36,-1
1762513782.2882295,2025-11-07 11:09:42.288230419,N/A,N/A,0,41,-1
1762513787.2941315,2025-11-07 11:09:47.294131994,N/A,N/A,81,1,-1
1762513792.295985,2025-11-07 11:09:52.295985937,N/A,N/A,41,0,-1
1762513797.3026404,2025-11-07 11:09:57.302641153,N/A,N/A,26,0,-1
1762513802.3046546,2025-11-07 11:10:02.304655790,N/A,N/A,91,0,-1
1762513807.3102517,2025-11-07 11:10:07.310251951,N/A,N/A,1,20,-1
1762513812.3121588,2025-11-07 11:10:12.312160015,N/A,N/A,2,23,-1
1762513817.3184164,2025-11-07 11:10:17.318418026,N/A,N/A,1,3,-1
1762513822.3241925,2025-11-07 11:10:22.324193478,N/A,N/A,9,1,-1
1762513827.330911,2025-11-07 11:10:27.330912352,N/A,N/A,10,0,-1
1762513832.337046,2025-11-07 11:10:32.337047100,N/A,N/A,8,2,-1
1762513837.3440113,2025-11-07 11:10:37.344011545,N/A,N/A,122,0,-1
1762513842.34588,2025-11-07 11:10:42.345880747,N/A,N/A,95,0,-1
1762513847.3511147,2025-11-07 11:10:47.351115704,N/A,N/A,3,1,-1
1762513852.357682,2025-11-07 11:10:52.357682228,N/A,N/A,1,3,-1
1762513857.3599958,2025-11-07 11:10:57.359996557,N/A,N/A,0,47,-1
1762513862.362229,2025-11-07 11:11:02.362230062,N/A,N/A,2,1,-1
1762513867.3678257,2025-11-07 11:11:07.367826223,N/A,N/A,0,0,-1
1762513872.3715723,2025-11-07 11:11:12.371572971,N/A,N/A,0,0,-1
1762513877.3780859,2025-11-07 11:11:17.378087521,N/A,N/A,0,1,-1
1762513882.3842623,2025-11-07 11:11:22.384262562,N/A,N/A,4,0,-1
1762513887.3867965,2025-11-07 11:11:27.386797905,N/A,N/A,0,1,-1
1762513892.3927493,2025-11-07 11:11:32.392749786,N/A,N/A,0,7,-1
1762513897.3955696,2025-11-07 11:11:37.395569801,N/A,N/A,0,9,-1
1762513902.3974345,2025-11-07 11:11:42.397435427,N/A,N/A,0,7,-1
1762513907.4039085,2025-11-07 11:11:47.403909683,N/A,N/A,0,3,-1
1762513912.4099658,2025-11-07 11:11:52.409966946,N/A,N/A,0,1,-1
1762513917.4158685,2025-11-07 11:11:57.415868998,N/A,N/A,2,0,-1
1762513922.4176342,2025-11-07 11:12:02.417634726,N/A,N/A,6,1,-1
1762513927.4203067,2025-11-07 11:12:07.420307159,N/A,N/A,0,0,-1
1762513932.4225633,2025-11-07 11:12:12.422564268,N/A,N/A,0,0,-1
1762513937.4290159,2025-11-07 11:12:17.429016829,N/A,N/A,0,0,-1
1762513942.4346879,2025-11-07 11:12:22.434688091,N/A,N/A,0,0,-1
1762513947.4369533,2025-11-07 11:12:27.436954260,N/A,N/A,0,0,-1
1762513952.4425719,2025-11-07 11:12:32.442572832,N/A,N/A,0,0,-1
